"K_SGH";"K_AFD";"V_AFDNAVN";"K_FRADTO";"D_TILDTO";"D_AJODTO";"C_SPECIALE1";"C_SPECIALE2";"C_SPECIALE3";"C_SPECIALE4"
"7005";"139";"PATOLOGISK INSTITUTS AMB.";"1991-01-01";"1993-12-31";"1991-01-01";"065";NULL;NULL;NULL
"7005";"141";"PSYKIATRISK AFDELING E";"1976-04-01";"1982-12-31";"1976-04-01";"050";NULL;NULL;NULL
"7007";"011";"Medicinsk-epidemisk afd. A";"1995-01-01";"2001-04-01";"2000-10-30";"005";"001";NULL;NULL
"7007";"016";"Medicinsk-epidemisk dagafsnit A";"1997-01-01";"2001-04-01";"2000-10-30";"005";"001";NULL;NULL
"7007";"019";"MEDICINSK-EPIDEMISK AMBULAT. A";"1976-04-01";"1982-12-31";"1976-04-01";"001";NULL;NULL;NULL
"7007";"019";"MEDICINSK-EPIDEMISK AMBULAT. A";"1983-01-01";"1987-12-31";"1983-01-01";"005";"028";"001";NULL
"7007";"019";"MEDICINSK-EPIDEMISK AMBULAT. A";"1988-01-01";"1992-12-31";"1988-01-01";"005";"001";NULL;NULL
"7007";"019";"MEDICINSK-EPIDEMISK AMB. A";"1993-01-01";"1994-12-31";"1993-01-01";"005";"001";NULL;NULL
"7007";"019";"Medicinsk-epidemisk amb. A";"1995-01-01";"2001-04-01";"2000-10-30";"005";"001";NULL;NULL
"7007";"021";"DERMATO-VENEROLOGISK AFD. B";"1976-04-01";"1982-12-31";"1976-04-01";"018";NULL;NULL;NULL
"7007";"021";"DERMATO-VENEROLOGISK AFD. B";"1983-01-01";"1992-12-31";"1983-01-01";"018";NULL;NULL;NULL
"7007";"021";"DERMATO-VENEROLOGISK AFD. B";"1993-01-01";"1994-12-31";"1993-01-01";"018";NULL;NULL;NULL
"7007";"021";"Dermato-venerologisk afd. B";"1995-01-01";"2001-04-01";"2000-10-30";"018";NULL;NULL;NULL
"7007";"029";"HUDKLINIKKEN MH";"1976-04-01";"1982-12-31";"1976-04-01";"018";NULL;NULL;NULL
"7007";"029";"HUDKLINIKKEN MH";"1983-01-01";"1987-12-31";"1983-01-01";"018";NULL;NULL;NULL
"7007";"029";"HUDKL. MH, DERMATO-VENERO.AMB.";"1988-01-01";"1992-12-31";"1988-01-01";"018";NULL;NULL;NULL
"7007";"049";"LANGTIDSMEDICINSK AMBULATORIUM";"1991-01-01";"1992-12-31";"1991-01-01";"002";"001";NULL;NULL
"7007";"049";"LANGTIDSMEDICINSK AMB.";"1993-01-01";"1993-12-31";"1993-01-01";"002";"001";NULL;NULL
"7007";"049";"GERIATRISK AMBULATORIUM C";"1994-01-01";"1994-12-31";"1994-01-01";"002";"001";NULL;NULL
"7007";"049";"Geriatrisk ambulatorium C";"1995-01-01";"2001-04-01";"2000-10-30";"002";"001";NULL;NULL
"7005";"201";"Akut modtageafdeling";"2010-01-01";"2012-06-06";"2012-05-29";"001";NULL;NULL;NULL
"7005";"208";"Akutambulatorium - RRA";"2010-12-01";"2012-06-06";"2012-05-29";"001";NULL;NULL;NULL
"7005";"209";"NEUROLOGISK AMBULATORIUM";"1987-01-01";"1990-12-31";"1987-01-01";"020";NULL;NULL;NULL
"7005";"047";"OBSTETRISK AMBULATORIUM G";"1983-01-01";"1993-12-31";"1983-01-01";"038";NULL;NULL;NULL
"7005";"048";"OBSTETRISK AMBULATORIUM";"1976-04-01";"1976-12-31";"1976-04-01";"038";NULL;NULL;NULL
"7005";"059";"MEDICINSK AMBULATORIUM M";"1983-01-01";"1994-12-31";"1983-01-01";"001";NULL;NULL;NULL
"7005";"059";"Medicinsk ambulatorium M";"1995-01-01";"2012-03-20";"2012-03-13";"001";NULL;NULL;NULL
"7005";"059";"Fælles Medicinsk ambulatorie M - Randers";"2012-03-21";"2500-01-01";"2012-06-25";"001";"004";"009";"012"
"7009";"149";"Ortopædkirurgisk ambulatorium";"2001-01-01";"2012-04-19";"2012-04-11";"042";NULL;NULL;NULL
"7009";"15 ";"Organkirurgisk Overafd.";"2006-01-01";"2012-04-19";"2012-04-11";NULL;NULL;NULL;NULL
"7009";"151";"Organkirurgisk afdeling";"2001-01-01";"2012-04-19";"2012-04-11";"030";NULL;NULL;NULL
"7009";"159";"Organkirurgisk ambulatorium";"2001-01-01";"2012-04-19";"2012-04-11";"030";NULL;NULL;NULL
"7009";"16 ";"Gynækol./obstetrisk Overafd. G";"2006-01-01";"2012-04-19";"2012-04-11";NULL;NULL;NULL;NULL
"7005";"309";"DERMATOVENEROLOGISK AMB.";"1987-01-01";"1994-12-31";"1987-01-01";"018";NULL;NULL;NULL
"7005";"309";"Dermatovenerologisk amb.";"1995-01-01";"2009-12-31";"2009-12-22";"018";NULL;NULL;NULL
"7005";"38 ";"Regional Specialtandpleje overafdeling - Randers";"2012-06-26";"2500-01-01";"2012-06-25";NULL;NULL;NULL;NULL
"7005";"389";"Reginal Specialtandpleje - Randers";"2012-06-26";"2500-01-01";"2012-06-25";"048";NULL;NULL;NULL
"7005";"40 ";"Akutafdelingen Q Overafdeling Randers";"2011-11-16";"2500-01-01";"2011-11-09";NULL;NULL;NULL;NULL
"7005";"401";"Sengeafdeling Q - Randers";"2011-11-16";"2500-01-01";"2011-11-09";"001";NULL;NULL;NULL
"7005";"405";"Akutklinik Q - Grenaa";"2011-11-16";"2500-01-01";"2011-11-09";"001";NULL;NULL;NULL
"7005";"407";"Akutmodtagelse Q - Randers";"2011-11-16";"2500-01-01";"2011-11-09";"001";NULL;NULL;NULL
"7005";"408";"Skadestue Q - Randers";"2011-11-16";"2500-01-01";"2011-11-09";"001";NULL;NULL;NULL
"7005";"409";"Ambulaorie Q - Randers";"2011-11-16";"2500-01-01";"2011-11-09";"001";NULL;NULL;NULL
"7007";"011";"MEDICINSK-EPIDEMISK AFDELING A";"1976-04-01";"1982-12-31";"1976-04-01";"001";NULL;NULL;NULL
"7007";"011";"MEDICINSK-EPIDEMISK AFDELING A";"1983-01-01";"1987-12-31";"1983-01-01";"005";"028";"001";NULL
"7004";"080";"Klinisk biokemisk afdeling";"1995-01-01";"2500-01-01";"1999-12-15";"060";NULL;NULL;NULL
"7004";"09 ";"Ortopædkir. afd. E, sekt. AAS, Århus Amtssygehus";"2006-01-01";"2012-10-26";"2012-10-18";NULL;NULL;NULL;NULL
"7004";"091";"KIRURGISK AFDELING 2";"1976-04-01";"1981-12-31";"1976-04-01";"042";"030";NULL;NULL
"7004";"091";"ORTOPÆDKIRURGISK AFDELING L";"1982-01-01";"1982-12-31";"1982-01-01";"042";"030";NULL;NULL
"7004";"091";"ORTOPÆDKIRURGISK AFDELING L";"1983-01-01";"1987-12-31";"1983-01-01";"042";NULL;NULL;NULL
"7004";"091";"ORTOPÆDKIRURGISK AFDELING L";"1988-01-01";"1990-12-31";"1988-01-01";"042";NULL;NULL;NULL
"7004";"091";"ORTOPÆDKIR. AFD. E, SEKT. AAS";"1991-01-01";"1994-12-31";"1991-01-01";"042";NULL;NULL;NULL
"7004";"098";"Skadestuen";"1995-01-01";"2012-10-26";"2012-10-18";"042";NULL;NULL;NULL
"7004";"099";"KIRURGISK AMBULATORIUM 2";"1976-04-01";"1981-12-31";"1976-04-01";"042";"030";NULL;NULL
"7004";"099";"ORTOPÆDKIRURGISK AMB. L";"1982-01-01";"1982-12-31";"1982-01-01";"042";"030";NULL;NULL
"7004";"099";"ORTOPÆDKIRURGISK AMB. L";"1983-01-01";"1987-12-31";"1983-01-01";"042";NULL;NULL;NULL
"7004";"099";"ORTOPÆDKIRURGISK AMB. L";"1988-01-01";"1990-12-31";"1988-01-01";"042";NULL;NULL;NULL
"7004";"099";"ORTOPÆDKIR. AMB E, SEKT. AAS";"1991-01-01";"1994-12-31";"1991-01-01";"042";NULL;NULL;NULL
"7004";"099";"Ortopædkir. amb E, sekt. AAS";"1995-01-01";"2012-10-26";"2012-10-18";"042";NULL;NULL;NULL
"7004";"10 ";"Patologisk institut, Århus Amtssygehus";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"7004";"100";"PATOLOGISK INSTITUT";"1976-04-01";"1982-12-31";"1976-04-01";"065";NULL;NULL;NULL
"7004";"100";"PATOLOGISK INSTITUT";"1983-01-01";"1987-12-31";"1983-01-01";"065";NULL;NULL;NULL
"7003";"29 ";"Kirurgisk Overafd. L";"2006-01-01";"2012-02-16";"2012-02-08";NULL;NULL;NULL;NULL
"7003";"291";"KÆBEKIRURGISK AFSNIT O";"1976-04-01";"1982-12-31";"1976-04-01";"046";NULL;NULL;NULL
"7003";"291";"KÆBEKIRURGISK AFSNIT O";"1983-01-01";"1987-12-31";"1983-01-01";"046";NULL;NULL;NULL
"7003";"291";"KÆBEKIRURGISK AFSNIT O";"1988-01-01";"1989-12-31";"1988-01-01";"046";NULL;NULL;NULL
"7003";"291";"Kirurgisk Afdeling P";"2004-04-01";"2012-02-16";"2012-02-08";"032";"030";NULL;NULL
"7003";"360";"MR-AFD. (MAGNETIC RESONANCE)";"1989-01-01";"1990-12-31";"1989-01-01";"099";NULL;NULL;NULL
"7003";"361";"MEDICINSK AFDELING V";"1990-01-01";"1994-12-31";"1990-01-01";"003";"001";NULL;NULL
"7003";"361";"MEDICINSK AFDELING V";"1995-01-01";"1997-03-31";"1997-02-20";"003";"001";NULL;NULL
"7003";"361";"Medicinsk afdeling V";"1997-04-01";"2004-03-31";"2004-03-31";"001";"003";"009";NULL
"7005";"05A";"Lungeklinikken - RRA";"2010-01-01";"2012-03-20";"2012-03-13";"001";NULL;NULL;NULL
"7005";"05A";"Lungeklinik - Randers";"2012-03-21";"2500-01-01";"2012-06-25";"010";NULL;NULL;NULL
"7005";"05B";"Endokrinologisk klinik - Randers";"2010-01-01";"2500-01-01";"2012-06-25";"008";NULL;NULL;NULL
"7005";"05C";"Reumatologisk Klinik - Randers";"2012-06-29";"2500-01-01";"2012-07-19";"012";NULL;NULL;NULL
"7005";"05D";"Gastroenterologisk Klinik - Randers";"2012-06-29";"2500-01-01";"2012-07-19";"009";NULL;NULL;NULL
"7005";"06 ";"Medicinsk Overafd. M2";"2006-01-01";"2010-03-01";"2010-01-29";NULL;NULL;NULL;NULL
"7005";"061";"MEDICINSK AFDELING P";"1976-04-01";"1982-12-31";"1976-04-01";"001";NULL;NULL;NULL
"7005";"076";"ORGANKIR. AFD. K, DAGAFSNIT";"1992-01-01";"1993-12-31";"1992-01-01";"030";NULL;NULL;NULL
"7005";"076";"ORGANKIR. AFD. K, DAGAFSNIT";"1994-01-01";"1994-12-31";"1994-01-01";"030";NULL;NULL;NULL
"7005";"076";"Organkir. afd. K, dagafsnit";"1995-01-01";"2001-12-31";"2001-10-31";"030";NULL;NULL;NULL
"7005";"077";"Mammaklinikken";"2010-01-01";"2500-01-01";"2009-12-23";"030";NULL;NULL;NULL
"7005";"078";"Kirurgisk ambulatorium, Grenå";"2010-01-01";"2012-06-06";"2012-05-29";"030";NULL;NULL;NULL
"7005";"079";"ORGANKIRURGISK AMBULATORIUM K";"1976-04-01";"1982-12-31";"1976-04-01";"030";NULL;NULL;NULL
"7005";"079";"ORGANKIRURGISK AMBULATORIUM K";"1983-01-01";"1994-12-31";"1983-01-01";"030";NULL;NULL;NULL
"7005";"079";"Kirurgisk ambulatorium K";"1995-01-01";"2500-01-01";"2010-01-29";"030";NULL;NULL;NULL
"7003";"409";"Rygestopambulatoriet";"2004-01-01";"2012-10-26";"2012-10-18";"099";NULL;NULL;NULL
"7003";"41 ";"Klinisk Farmakologisk overafdeling";"2008-04-01";"2012-10-26";"2012-10-18";NULL;NULL;NULL;NULL
"7003";"410";"Klinisk Farmakologisk Afdeling";"2008-04-01";"2012-10-26";"2012-10-18";"067";NULL;NULL;NULL
"7003";"42 ";"Klinisk Epidemiologisk afdeling";"2009-01-01";"2012-10-26";"2012-10-18";NULL;NULL;NULL;NULL
"7003";"420";"Klinisk Epidemiologisk Afdeling";"2009-01-01";"2012-10-26";"2012-10-18";"099";NULL;NULL;NULL
"7003";"73 ";"Patienthotellet, Århus Sygehus";"2006-01-01";"2012-10-26";"2012-10-18";NULL;NULL;NULL;NULL
"7003";"731";"PATIENTHOTEL Ø";"1990-01-01";"1992-03-31";"1990-01-01";"099";NULL;NULL;NULL
"7003";"731";"PATIENTHOTEL Ø";"1992-04-01";"1994-12-31";"1992-04-01";"099";NULL;NULL;NULL
"7004";"039";"FYSIURGISK AMBULATORIUM";"1976-04-01";"1982-12-31";"1976-04-01";"026";NULL;NULL;NULL
"7004";"039";"REUMATOLOGISK AFDELING";"1983-01-01";"1990-12-31";"1983-01-01";"012";NULL;NULL;NULL
"7004";"039";"REUMATOLOGISK AFDELING";"1991-01-01";"1993-12-31";"1991-01-01";"012";NULL;NULL;NULL
"7004";"039";"ERGO- OG FYSIOTERAPIAFDELING";"1994-01-01";"1994-12-31";"1994-01-01";"012";NULL;NULL;NULL
"7004";"039";"Ergo- og fysioterapiafdeling";"1995-01-01";"2003-01-31";"2003-01-28";"099";NULL;NULL;NULL
"7004";"039";"Ergo- og fysioterapiafdeling";"2003-02-01";"2012-10-26";"2012-10-18";"098";NULL;NULL;NULL
"7004";"04 ";"Med.-kardiologisk afd. A, Århus Amtssygehus";"2006-01-01";"2012-10-26";"2012-10-18";NULL;NULL;NULL;NULL
"7004";"041";"MEDICINSK AFDELING 1";"1976-04-01";"1982-12-31";"1976-04-01";"001";NULL;NULL;NULL
"7004";"041";"MEDICINSK AFDELING 1";"1983-01-01";"1983-12-31";"1983-01-01";"001";NULL;NULL;NULL
"7004";"119";"GYNÆKOLOGISK AMBULATORIUM";"1981-01-01";"1982-12-31";"1981-01-01";"038";NULL;NULL;NULL
"7004";"119";"GYNÆKOL. AMB. Y, SEKT. AAS";"1983-01-01";"1994-12-31";"1983-01-01";"038";NULL;NULL;NULL
"7004";"119";"GYNÆKOL. AMB. Y, SEKT. AAS";"1995-01-01";"1997-12-31";"1997-11-17";"038";NULL;NULL;NULL
"7003";"161";"NEUROLOGISK AFDELING F, 4. SAL";"1976-04-01";"1982-12-31";"1976-04-01";"020";NULL;NULL;NULL
"7003";"161";"NEUROLOGISK AFDELING F, 4. SAL";"1983-01-01";"1986-12-31";"1983-01-01";"020";NULL;NULL;NULL
"7003";"169";"NEUROLOGISK AMB. F, 4. SAL";"1976-04-01";"1982-12-31";"1976-04-01";"020";NULL;NULL;NULL
"7003";"169";"NEUROLOGISK AMB. F, 4. SAL";"1983-01-01";"1986-12-31";"1983-01-01";"020";NULL;NULL;NULL
"7003";"17 ";"Øjenafd. Overafd. J";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"7003";"171";"ØJENAFDELING J";"1976-04-01";"1982-12-31";"1976-04-01";"044";NULL;NULL;NULL
"7003";"181";"ORTOPÆDKIRURGISK AFDELING E";"1988-01-01";"1990-12-31";"1988-01-01";"042";NULL;NULL;NULL
"7003";"181";"ORTOPÆDKIRURGISK AFDELING E";"1991-01-01";"1994-12-31";"1991-01-01";"042";NULL;NULL;NULL
"7003";"181";"Ortopædkirurgisk afdeling E";"1995-01-01";"2012-09-12";"2012-09-04";"042";NULL;NULL;NULL
"7003";"361";"Medicinsk hepato-gastro. Afd.V";"2004-04-01";"2012-07-19";"2012-07-11";"001";"003";"009";NULL
"7003";"366";"Medicinsk dagafsnit V";"1997-01-01";"2001-12-31";"2001-10-31";"003";"001";NULL;NULL
"7003";"369";"MEDICINSK AMBULATORIUM V";"1990-01-01";"1994-12-31";"1990-01-01";"003";"001";NULL;NULL
"7003";"369";"MEDICINSK AMBULATORIUM V";"1995-01-01";"1997-03-31";"1997-02-20";"003";"001";NULL;NULL
"7003";"369";"Medicinsk ambulatorium V";"1997-04-01";"2004-03-31";"2004-03-31";"001";"003";"009";NULL
"7003";"369";"Medicinsk hepato-gastro. Amb.V";"2004-04-01";"2012-07-19";"2012-07-11";"001";"003";"009";NULL
"7003";"37 ";"PET Centret, Overafd.";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"7003";"372";"PET-CENTRET";"1993-01-01";"1994-12-31";"1993-01-01";"099";NULL;NULL;NULL
"7003";"372";"PET-centret";"1995-01-01";"2500-01-01";"1999-12-15";"099";NULL;NULL;NULL
"7003";"38 ";"Klinisk Genetisk Overafd.";"2006-01-01";"2012-09-01";"2012-08-16";NULL;NULL;NULL;NULL
"7003";"380";"KLINISK GENETISK AFDELING";"1994-01-01";"1994-12-31";"1994-01-01";"063";NULL;NULL;NULL
"7003";"380";"Klinisk genetisk afdeling";"1995-01-01";"2012-09-01";"2012-08-16";"063";"068";NULL;NULL
"7003";"389";"Klinisk genetisk ambulatorium";"1995-01-01";"2012-09-01";"2012-08-16";"068";NULL;NULL;NULL
"7003";"39 ";"Forskn. f. Funktionelle Lidelser";"2006-01-01";"2012-09-01";"2012-08-16";NULL;NULL;NULL;NULL
"7003";"397";"Forskningsklinikken for Ludomani";"2011-08-01";"2012-09-01";"2012-08-16";"050";NULL;NULL;NULL
"7003";"399";"Forskningsenheden for funktionelle lidelser";"1999-01-01";"2000-08-31";"2000-08-31";"099";NULL;NULL;NULL
"7003";"399";"Forskningsenheden for funktionelle lidelser";"2000-09-01";"2012-09-01";"2012-08-16";"050";NULL;NULL;NULL
"7003";"40 ";"Rygestop Overafd.";"2006-01-01";"2012-10-26";"2012-10-18";NULL;NULL;NULL;NULL
"7007";"011";"MEDICINSK-EPIDEMISK AFDELING A";"1988-01-01";"1992-12-31";"1988-01-01";"005";"001";NULL;NULL
"7007";"011";"MEDICINSK-EPIDEMISK AFD. A";"1993-01-01";"1994-12-31";"1993-01-01";"005";"001";NULL;NULL
"7002";"119";"PSYKIATRISK AMBULATORIUM";"1995-01-01";"1996-12-31";"1995-01-01";"050";NULL;NULL;NULL
"7002";"120";"VENEROLOGISK KLINIK";"1976-04-01";"1976-12-31";"1976-04-01";"018";NULL;NULL;NULL
"7002";"129";"VENEROLOGISK KLINIK";"1977-01-01";"1982-12-31";"1977-01-01";"018";NULL;NULL;NULL
"7002";"129";"VENEROLOGISK KLINIK";"1983-01-01";"1988-12-31";"1983-01-01";"018";NULL;NULL;NULL
"7002";"139";"ALKOHOLAMBULATORIUM";"1987-01-01";"1987-12-31";"1987-01-01";"050";NULL;NULL;NULL
"7003";"012";"Anæsthesiologisk afdeling";"1995-01-01";"2012-07-19";"2012-07-11";"084";NULL;NULL;NULL
"7003";"013";"Intensiv Afdeling THG";"2006-01-01";"2012-09-12";"2012-09-04";"084";NULL;NULL;NULL
"7003";"014";"Respirationscenter Vest";"2006-01-01";"2012-09-12";"2012-09-04";"084";NULL;NULL;NULL
"7003";"016";"ANÆSTESIOL./INTENSIV AFD. I";"1988-01-01";"1990-12-31";"1988-01-01";"084";NULL;NULL;NULL
"7003";"017";"Respirationscenter Vest Amb";"2006-01-01";"2012-09-12";"2012-09-04";"084";NULL;NULL;NULL
"7003";"019";"ANÆSTHESIOLOGISK AMBULATORIUM";"1979-01-01";"1982-12-31";"1979-01-01";"084";NULL;NULL;NULL
"7003";"019";"ANÆSTHESIOLOGISK AMBULATORIUM";"1983-01-01";"1994-12-31";"1983-01-01";"084";NULL;NULL;NULL
"7003";"019";"Anæsthesiologisk ambulatorium";"1995-01-01";"2012-09-01";"2012-08-16";"084";NULL;NULL;NULL
"7003";"021";"CARDIOLOGISK AFDELING B1";"1976-04-01";"1979-12-31";"1976-04-01";"006";"001";NULL;NULL
"7003";"021";"CARDIOLOG.AFD. SENGEAFSN. B 2";"1980-01-01";"1982-12-31";"1980-01-01";"006";"001";NULL;NULL
"7003";"119";"Lungemedicinsk ambulatorium B";"2001-01-01";"2004-03-31";"2004-03-31";"001";"010";NULL;NULL
"7003";"127";"DIALYSEAMBULATORIUM";"1979-01-01";"1982-12-31";"1979-01-01";"011";NULL;NULL;NULL
"7003";"127";"DIALYSEAMBULATORIUM";"1983-01-01";"1990-12-31";"1983-01-01";"011";"001";NULL;NULL
"7003";"127";"Geriatrisk Team G";"2004-04-01";"2012-02-16";"2012-02-08";"002";"001";NULL;NULL
"7003";"128";"MEDICINSK SKADESTUE C";"1979-01-01";"1982-12-31";"1979-01-01";"001";NULL;NULL;NULL
"7003";"129";"MEDICINSK AMBULATORIUM C";"1976-04-01";"1982-12-31";"1976-04-01";"001";"011";NULL;NULL
"7003";"129";"MEDICINSK AMBULATORIUM C";"1983-01-01";"1990-12-31";"1983-01-01";"011";"001";NULL;NULL
"7003";"129";"Geriatrisk Ambulatorium G";"2004-04-01";"2012-02-16";"2012-02-08";"002";"001";NULL;NULL
"7003";"13 ";"Neurokirurgisk Overafd. NK";"2006-01-01";"2012-09-01";"2012-08-16";NULL;NULL;NULL;NULL
"7003";"183";"Idrætsklinikken";"2004-04-01";"2012-09-01";"2012-08-16";"042";NULL;NULL;NULL
"7003";"185";"Ortopædkirurgisk Afd. E, Odder";"2005-01-01";"2007-01-31";"2007-02-20";"042";NULL;NULL;NULL
"7003";"187";"ORTOPÆDISK AMBULATORIUM";"1989-01-01";"1990-12-31";"1989-01-01";"042";NULL;NULL;NULL
"7003";"187";"ORTOPÆDISK AMBULATORIUM";"1991-01-01";"1994-12-31";"1991-01-01";"042";NULL;NULL;NULL
"7003";"187";"ORTOPÆDISK AMBULATORIUM";"1995-01-01";"1995-12-31";"1995-01-01";"042";NULL;NULL;NULL
"7003";"187";"Ortopædkirurgisk specialamb.";"1996-01-01";"2004-03-31";"2004-03-31";"042";NULL;NULL;NULL
"7003";"187";"Ortopædkirurgisk Specialamb. E";"2004-04-01";"2012-09-12";"2012-09-04";"042";NULL;NULL;NULL
"7003";"189";"ORTOPÆDKIRURGISK AMBULATORIUM";"1995-01-01";"1997-12-31";"1997-11-17";"042";NULL;NULL;NULL
"7003";"19 ";"Øre-, Næse- og Hals Overafd. H";"2006-01-01";"2012-09-01";"2012-08-16";NULL;NULL;NULL;NULL
"7003";"191";"ØRE-, NÆSE- OG HALSAFDELING H";"1976-04-01";"1982-12-31";"1976-04-01";"046";NULL;NULL;NULL
"7003";"191";"ØRE-, NÆSE- OG HALSAFDELING H";"1983-01-01";"1987-12-31";"1983-01-01";"046";NULL;NULL;NULL
"7003";"191";"ØRE-, NÆSE- OG HALSAFDELING H";"1988-01-01";"1990-12-31";"1988-01-01";"046";NULL;NULL;NULL
"7003";"191";"ØRE-, NÆSE- OG HALSAFDELING H";"1991-01-01";"1994-12-31";"1991-01-01";"046";NULL;NULL;NULL
"7003";"191";"Øre-, næse- og halsafdeling H";"1995-01-01";"2012-07-19";"2012-07-11";"046";NULL;NULL;NULL
"7005";"08 ";"Klinisk Biokemisk Overafd.";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"7005";"080";"Klinisk Biokemisk afdeling, Grenå";"2010-01-01";"2500-01-01";"2009-12-23";"060";NULL;NULL;NULL
"7005";"089";"CENTRALLABORATORIUM, AMBULAT.";"1983-01-01";"1994-12-31";"1983-01-01";"060";NULL;NULL;NULL
"7005";"089";"CENTRALLABORATORIUM, AMBULAT.";"1995-01-01";"1998-12-31";"1998-10-31";"060";NULL;NULL;NULL
"7005";"089";"Klinisk biokemisk ambulatorium";"1999-01-01";"2010-03-01";"2010-01-28";"060";NULL;NULL;NULL
"7005";"091";"LUNGEMEDICINSK AFDELING L";"1976-04-01";"1982-12-31";"1976-04-01";"010";NULL;NULL;NULL
"7005";"091";"LUNGEMEDICINSK AFDELING L";"1983-01-01";"1984-12-31";"1983-01-01";"010";NULL;NULL;NULL
"7005";"099";"LUNGEMEDICINSK AMBULATORIUM L";"1976-04-01";"1982-12-31";"1976-04-01";"010";NULL;NULL;NULL
"7005";"099";"LUNGEMEDICINSK AMBULATORIUM L";"1983-01-01";"1983-12-31";"1983-01-01";"010";NULL;NULL;NULL
"7005";"099";"ALLERGIAMBULATORIET";"1984-01-01";"1994-12-31";"1984-01-01";"007";NULL;NULL;NULL
"7005";"099";"ALLERGIAMBULATORIET";"1995-01-01";"1995-12-31";"1995-01-01";"007";NULL;NULL;NULL
"7005";"10 ";"Øjenklinik";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"7005";"111";"ORTOPÆDKIRURGISK AFDELING O";"1983-01-01";"1987-12-31";"1983-01-01";"042";NULL;NULL;NULL
"7005";"111";"ORTOPÆDKIRURGISK AFDELING O";"1988-01-01";"1990-12-31";"1988-01-01";"042";NULL;NULL;NULL
"7005";"111";"ORTOPÆDKIRURGISK AFDELING O";"1991-01-01";"1994-12-31";"1991-01-01";"042";NULL;NULL;NULL
"7005";"111";"Ortopædkirurgisk afdeling O";"1995-01-01";"2500-01-01";"1999-12-15";"042";NULL;NULL;NULL
"7005";"112";"Ortopædkirurgisk afdeling, Grenå";"2010-01-01";"2012-06-06";"2012-05-29";"042";NULL;NULL;NULL
"7005";"113";"Akutklinikken, Grenaa";"2010-01-01";"2012-06-06";"2012-05-29";"042";NULL;NULL;NULL
"7005";"116";"ORTOPÆDKIR. AFD. O, DAGAFSNIT";"1992-01-01";"1993-12-31";"1992-01-01";"042";NULL;NULL;NULL
"7005";"116";"ORTOPÆDKIR. AFD. O, DAGAFSNIT";"1994-01-01";"1994-12-31";"1994-01-01";"042";NULL;NULL;NULL
"7005";"116";"Ortopædkir. afd. O, dagafsnit";"1995-01-01";"2001-12-31";"2001-10-31";"042";NULL;NULL;NULL
"7005";"117";"Ortopædkirurgisk ambulatorium, Grenå";"2010-01-01";"2500-01-01";"2009-12-23";"042";NULL;NULL;NULL
"7005";"12 ";"Øre-/næse-/halsklinik H";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"7005";"209";"NEUROLOGISK AMBULATORIUM";"1991-01-01";"1994-12-31";"1991-01-01";"020";NULL;NULL;NULL
"7006";"011";"ANÆSTHESIOLOGISK AFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"084";NULL;NULL;NULL
"7006";"011";"ANÆSTHESIOLOGISK AFDELING";"1983-01-01";"1988-12-31";"1983-01-01";"084";NULL;NULL;NULL
"7006";"012";"INTENSIVAFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"084";NULL;NULL;NULL
"7006";"012";"INTENSIVAFDELING";"1983-01-01";"1988-12-31";"1983-01-01";"084";NULL;NULL;NULL
"7006";"021";"RØNTGENAFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"066";NULL;NULL;NULL
"7006";"021";"RØNTGENAFDELING";"1983-01-01";"1988-12-31";"1983-01-01";"066";NULL;NULL;NULL
"7003";"131";"NEUROKIRURGISK AFDELING GS";"1976-04-01";"1982-12-31";"1976-04-01";"040";NULL;NULL;NULL
"7003";"131";"NEUROKIRURGISK AFDELING GS";"1983-01-01";"1990-12-31";"1983-01-01";"040";NULL;NULL;NULL
"7003";"141";"Hæmatologisk Afdeling R";"2004-04-01";"2012-02-16";"2012-02-08";"004";NULL;NULL;NULL
"7003";"147";"Kardio-Hæmato. Thromboseklinik R";"2004-04-01";"2012-02-16";"2012-02-08";"004";NULL;NULL;NULL
"7003";"149";"NEUROKIRURGISK AMBULATORIUM S";"1976-04-01";"1977-12-31";"1976-04-01";"040";NULL;NULL;NULL
"7003";"149";"Hæmatologisk Ambulatorium R";"2004-04-01";"2012-02-16";"2012-02-08";"004";NULL;NULL;NULL
"7003";"15 ";"Neurologisk Overafd. F";"2006-01-01";"2012-09-25";"2012-09-17";NULL;NULL;NULL;NULL
"7003";"151";"NEUROLOGISK AFDELING F, 3. SAL";"1976-04-01";"1982-12-31";"1976-04-01";"020";NULL;NULL;NULL
"7003";"151";"NEUROLOGISK AFDELING F";"1983-01-01";"1990-12-31";"1983-01-01";"020";NULL;NULL;NULL
